 "word","cnt","feetscore","feettype" 
 ACCOUNTING,3,0-1-0,mud 
 ACCOUNTS,2,0-1,mud 
 ACCOUTERMENT,4,0-1-0-0,mud 
 ACCOUTERMENTS,4,0-1-0-0,mud 
 ACCOUTREMENT,4,0-1-0-0,mud 
 ACCOUTREMENTS,4,0-1-0-0,mud 
 ACCRA,2,1-2,mud 
 ACCREDIT,3,0-1-2,mud 
 ACCREDITATION,5,0-2-0-1-0,mud 
 ACCREDITATIONS,5,0-2-0-1-0,mud 
 ACCREDITED,4,0-1-0-0,mud 
 ACCREDITING,4,0-1-0-0,mud 
 ACCRETED,3,0-1-0,mud 
 ACCRETION,3,0-1-0,mud 
 ACCRUAL,3,0-1-0,mud 
 ACCRUALS,3,0-1-0,mud 
 ACCRUE,2,0-1,mud 
 ACCRUED,2,0-1,mud 
 ACCRUES,2,0-1,mud 
 ACCRUING,3,0-1-0,mud 
 ACCU,2,1-0,mud 
 ACCUHEALTH,3,1-0-2,mud 
 ACCUMULATE,4,0-1-0-2,mud 
 ACCUMULATED,5,0-1-0-2-0,mud 
 ACCUMULATES,4,0-1-0-2,mud 
 ACCUMULATING,5,0-1-0-2-0,mud 
 ACCUMULATION,5,0-2-0-1-0,mud 
 ACCUMULATIONS,5,0-2-0-1-0,mud 
 ACCUMULATIVE,5,0-1-0-2-0,mud 
 ACCUMULATIVELY,6,0-1-0-2-0-0,mud 
 ACCUMULATOR,5,0-1-0-2-0,mud 
 ACCUMULATORS,5,0-1-0-2-0,mud 
 ACCURACIES,4,1-0-0-0,mud 
 ACCURACY,4,1-0-0-0,mud 
 ACCURATE,3,1-0-0,mud 
 ACCURATELY,4,1-0-0-0,mud 
 ACCURAY,3,1-0-2,mud 
 ACCURIDE,3,1-0-2,mud 
 ACCURSED,2,2-1,mud 
 ACCURSO,3,0-1-0,mud 
 ACCUSATION,4,2-0-1-0,mud 
 ACCUSATIONS,4,2-0-1-0,mud 
 ACCUSATIVE,4,0-1-0-0,mud 
 ACCUSATORY,5,0-1-0-2-0,mud 
 ACCUSE,2,0-1,mud 
 ACCUSED,2,0-1,mud 
 ACCUSER,3,0-1-0,mud 
 ACCUSERS,3,0-1-0,mud 
 ACCUSES,3,0-1-0,mud 
 ACCUSING,3,0-1-0,mud 
 ACCUSINGLY,4,0-1-0-0,mud 
 ACCUSTOM,3,0-1-0,mud 
 ACCUSTOMED,3,0-1-0,mud 
 ACCUTANE,3,1-0-2,mud 
 ACE,1,1,mud 
 ACECOMM,2,1-0,mud 
 ACED,1,1,mud 
 ACER,2,1-0,mud 
 ACERBIC,3,0-1-0,mud 
 ACERO,3,0-1-0,mud 
 ACERRA,3,0-1-0,mud 
 ACES,2,1-0,mud 
 ACETAMINOPHEN,6,0-2-0-1-0-0,mud 
 ACETATE,3,1-0-2,mud 
 ACETIC,3,0-1-0,mud 
 ACETO,3,0-1-0,mud 
 ACETOCHLOR,4,0-1-0-2,mud 
 ACETONE,3,1-0-2,mud 
 ACETOSYRINGONE,6,0-2-0-1-0-0,mud 
 ACETYLCHOLINE,5,0-2-0-1-0,mud 
 ACETYLENE,4,0-1-0-2,mud 
 ACEVEDO,4,0-0-1-0,mud 
 ACEVES,3,0-1-0,mud 
 ACEY,2,1-0,mud 
 ACHAEAN,3,0-1-0,mud 
 ACHATZ,2,1-0,mud 
 ACHE,1,1,mud 
 ACHEBE,3,0-1-0,mud 
 ACHED,1,1,mud 
 ACHEE,2,0-1,mud 
 ACHENBACH,3,1-0-0,mud 
 ACHENBAUM,3,1-0-2,mud 
 ACHENE,2,0-1,mud 
 ACHENES,2,0-1,mud 
 ACHES,1,1,mud 
 ACHESON,3,1-0-0,mud 
 ACHESONS,3,1-0-0,mud 
 ACHEY,2,1-0,mud 
 ACHIEVA,3,0-1-0,mud 
 ACHIEVABLE,4,0-1-0-0,mud 
 ACHIEVE,2,0-1,mud 
 ACHIEVED,2,0-1,mud 
 ACHIEVEMENT,3,0-1-0,mud 
 ACHIEVEMENTS,3,0-1-0,mud 
 ACHIEVER,3,0-1-0,mud 
 ACHIEVERS,3,0-1-0,mud 
 ACHIEVES,2,0-1,mud 
 ACHIEVING,3,0-1-0,mud 
 ACHILLE,3,0-1-0,mud 
 ACHILLES,3,0-1-0,mud 
 ACHING,2,1-0,mud 
 ACHINGLY,3,1-0-0,mud 
 ACHMED,2,1-0,mud 
 ACHOA,3,0-1-0,mud 
 ACHOO,2,2-1,mud 
 ACHOR,2,1-0,mud 
 ACHORD,2,1-0,mud 
 ACHORN,2,1-0,mud 
 ACHTENBERG,3,1-0-0,mud 
 ACHTERBERG,3,1-0-0,mud 
 ACHY,2,1-0,mud 
 ACID,2,1-0,mud 
 ACIDIC,3,0-1-0,mud 
 ACIDIFICATION,6,0-2-0-0-1-0,mud 
 ACIDIFIED,4,0-1-0-2,mud 
 ACIDIFIES,4,0-1-0-2,mud 
 ACIDIFY,4,0-1-0-2,mud 
 ACIDITY,4,0-1-0-0,mud 
 ACIDLY,3,1-0-0,mud 
 ACIDOSIS,4,2-0-1-0,mud 
 ACIDS,2,1-0,mud 
 ACIDURIA,5,2-0-1-0-0,mud 
 ACIERNO,3,0-1-0,mud 
 ACK,1,1,mud 
 ACKER,2,1-0,mud 
 ACKERLEY,3,1-0-0,mud 
 ACKERLY,3,1-0-0,mud 
 ACKERMAN,3,1-0-0,mud 
 ACKERMANN,3,1-0-0,mud 
 ACKERMANVILLE,4,1-0-0-0,mud 
 ACKERSON,3,1-0-0,mud 
 ACKERT,2,1-0,mud 
 ACKHOUSE,2,1-2,mud 
 ACKLAND,2,1-0,mud 
 ACKLES,2,1-0,mud 
 ACKLEY,2,1-0,mud 
 ACKLIN,2,1-0,mud 
 ACKMAN,2,1-0,mud 
 ACKNOWLEDGE,3,0-1-0,mud 
 ACKNOWLEDGEABLE,5,0-1-0-0-0,mud 
 ACKNOWLEDGED,3,0-1-0,mud 
 ACKNOWLEDGEMENT,4,0-1-0-0,mud 
 ACKNOWLEDGEMENTS,4,0-1-0-0,mud 
 ACKNOWLEDGES,4,0-1-0-0,mud 
 ACKNOWLEDGING,4,0-1-0-0,mud 
 ACKNOWLEDGMENT,4,0-1-0-0,mud 
 ACKNOWLEDGMENTS,4,0-1-0-0,mud 
 ACKROYD,2,1-2,mud 
 ACM,3,2-2-1,mud 
 ACMAT,2,1-0,mud 
 ACME,2,1-0,mud 
 ACNE,2,1-0,mud 
 ACOCELLA,4,0-0-1-0,mud 
 ACOFF,2,1-0,mud 
 ACOG,2,0-1,mud 
 ACOLYTE,3,1-0-2,mud 
 ACOLYTES,3,1-0-2,mud 
 ACORD,2,0-1,mud 
 ACORDIA,4,0-1-0-0,mud 
 ACORN,2,1-0,mud 
 ACORNS,2,1-0,mud 
 ACOSTA,3,0-1-0,mud 
 ACOTT,2,1-0,mud 
 ACOUSTIC,3,0-1-0,mud 
 ACOUSTICAL,4,0-1-0-0,mud 
 ACOUSTICALLY,4,0-1-0-0,mud 
 ACOUSTICS,3,0-1-0,mud 
 ACQUAINT,2,0-1,mud 
 ACQUAINTANCE,3,0-1-0,mud 
 ACQUAINTANCES,4,0-1-0-0,mud 
 ACQUAINTANCESHIP,4,0-1-0-0,mud 
 ACQUAINTED,3,0-1-0,mud 
 ACQUAVIVA,4,0-0-1-0,mud 
 ACQUIESCE,3,2-0-1,mud 
 ACQUIESCED,3,2-0-1,mud 
 ACQUIESCENCE,4,2-0-1-0,mud 
 ACQUIESCENT,4,2-0-1-0,mud 
 ACQUIESCING,4,2-0-1-0,mud 
 ACQUIRE,3,0-1-0,mud 
 ACQUIRED,3,0-1-0,mud 
 ACQUIRER,4,0-1-0-0,mud 
 ACQUIRERS,4,0-1-0-0,mud 
 ACQUIRES,3,0-1-0,mud 
 ACQUIRING,3,0-1-0,mud 
 ACQUISITION,4,2-0-1-0,mud 
 ACQUISITIONS,4,2-0-1-0,mud 
 ACQUISITIVE,4,0-1-0-0,mud 
 ACQUIT,2,0-1,mud 
 ACQUITAINE,3,1-0-2,mud 
 ACQUITS,2,0-1,mud 
 ACQUITTAL,3,0-1-0,mud 
 ACQUITTALS,3,0-1-0,mud 
 ACQUITTED,3,0-1-0,mud 
 ACQUITTING,3,0-1-0,mud 
 ACRE,2,1-0,mud 
 ACREAGE,3,1-0-0,mud 
 ACREE,2,0-1,mud 
 ACRES,2,1-0,mud 
 ACREY,2,1-0,mud 
 ACRI,2,1-0,mud 
 ACRID,2,1-0,mud 
 ACRIMONIOUS,5,2-0-1-0-0,mud 
 ACRIMONY,4,1-0-2-0,mud 
 ACRO,2,1-0,mud 
 ACROBAT,3,1-0-2,mud 
 ACROBATIC,4,2-0-1-0,mud 
 ACROBATICS,4,2-0-1-0,mud 
 ACROBATS,3,1-0-2,mud 
 ACROLEIN,3,1-0-2,mud 
 ACRONYM,3,1-0-0,mud 
 ACRONYMS,3,1-0-0,mud 
 ACROPOLIS,4,0-1-0-0,mud 
 ACROSS,2,0-1,mud 
 ACRYLIC,3,0-1-0,mud 
 ACRYLICS,3,0-1-0,mud 
 ACT,1,1,mud 
 ACTA,2,1-0,mud 
 ACTAVA,3,2-1-0,mud 
 ACTAVAS,3,2-1-0,mud 
 ACTED,2,1-0,mud 
 ACTEL,2,1-0,mud 
 ACTIGALL,3,1-0-0,mud 
 ACTIN,2,1-0,mud 
 ACTING,2,1-0,mud 
 ACTINIDE,3,1-0-2,mud 
 ACTINIDIA,5,2-0-1-0-0,mud 
 ACTINOMYCOSIS,6,2-2-0-2-1-0,mud 
 ACTION,2,1-0,mud 
 ACTIONABLE,4,1-0-0-0,mud 
 ACTIONS,2,1-0,mud 
 ACTIVASE,3,1-0-2,mud 
 ACTIVATE,3,1-0-2,mud 
 ACTIVATED,4,1-0-2-0,mud 
 ACTIVATES,3,1-0-2,mud 
 ACTIVATING,4,1-0-2-0,mud 
 ACTIVATION,4,2-0-1-0,mud 
 ACTIVATOR,4,1-0-2-0,mud 
 ACTIVE,2,1-0,mud 
 ACTIVELY,3,1-0-0,mud 
 ACTIVES,2,1-0,mud 
 ACTIVISION,4,1-0-2-0,mud 
 ACTIVISM,4,1-0-2-0,mud 
 ACTIVIST,3,1-0-0,mud 
 ACTIVISTS,3,1-0-0,mud 
 ACTIVITIES,4,0-1-0-0,mud 
 ACTIVITY,4,0-1-0-0,mud 
 ACTMEDIA,4,0-1-0-0,mud 
 ACTODINE,3,1-0-2,mud 
 ACTON,2,1-0,mud 
 ACTOR,2,1-0,mud 
 ACTORS,2,1-0,mud 
 ACTRESS,2,1-0,mud 
 ACTRESSES,3,1-0-0,mud 
 ACTS,1,1,mud 
 ACTUAL,3,1-0-0,mud 
 ACTUALITY,5,2-0-1-0-2,mud 
 ACTUALIZE,4,1-2-0-2,mud 
 ACTUALLY,4,1-2-0-0,mud 
 ACTUARIAL,5,2-2-1-0-0,mud 
 ACTUARIES,4,1-2-1-2,mud 
 ACTUARY,4,1-0-1-2,mud 
 ACTUATE,3,1-2-1,mud 
 ACTUATOR,4,1-0-2-0,mud 
 ACTUATORS,4,1-0-2-0,mud 
 ACTUS,2,1-0,mud 
 ACUFF,2,0-1,mud 
 ACUITY,4,0-1-0-0,mud 
 ACUMEN,3,0-1-0,mud 
 ACUNA,3,0-1-0,mud 
 ACUPUNCTURE,4,1-0-2-0,mud 
 ACURA,3,1-0-0,mud 
 ACURAS,3,1-0-0,mud 
 ACUSON,3,2-1-0,mud 
 ACUSTAR,3,1-0-2,mud 
 ACUSYST,3,1-0-0,mud 
 ACUTE,2,0-1,mud 
 ACUTELY,3,0-1-0,mud 
 ACUTENESS,3,0-1-0,mud 
 ACYCLOVIR,4,0-1-0-2,mud 
 AD,1,1,mud 
 ADA,2,1-0,mud 
 ADABEL,3,1-0-0,mud 
 ADABELLE,3,1-0-0,mud 
 ADACHI,3,0-1-0,mud 
 ADAGE,2,1-0,mud 
 ADAGIO,4,0-1-0-2,mud 
 ADAH,2,1-0,mud 
 ADAIR,2,0-1,mud 
 ADAIRE,2,0-1,mud 
 ADAK,2,0-1,mud 
 ADALAH,3,0-1-0,mud 
 ADALIA,4,0-1-0-0,mud 
 ADAM,2,1-0,mud 
 ADAMANT,3,1-0-0,mud 
 ADAMANTLY,4,1-0-0-0,mud 
 ADAMCIK,3,1-0-0,mud 
 ADAMCZAK,3,1-0-0,mud 
 ADAMCZYK,3,1-0-0,mud 
 ADAME,3,0-1-0,mud 
 ADAMEC,3,0-1-0,mud 
 ADAMEK,3,0-1-0,mud 
 ADAMES,2,0-1,mud 
 ADAMI,3,0-1-0,mud 
 ADAMIK,3,0-1-0,mud 
 ADAMINA,4,0-0-1-0,mud 
 ADAMKUS,3,1-0-0,mud 
 ADAMO,3,0-1-0,mud 
 ADAMOWICZ,4,0-1-0-0,mud 
 ADAMS,2,1-0,mud 
 ADAMSKI,3,0-1-2,mud 
 ADAMSON,3,1-0-0,mud 
 ADAMSTOWN,3,1-0-2,mud 
 ADAN,2,1-0,mud 
 ADAPSO,3,0-1-0,mud 
 ADAPT,2,0-1,mud 
 ADAPTABILITY,6,0-2-0-1-0-0,mud 
 ADAPTABLE,4,0-1-0-0,mud 
 ADAPTAPLEX,4,0-1-0-2,mud 
 ADAPTATION,4,2-0-1-0,mud 
 ADAPTATIONS,4,2-0-1-0,mud 
 ADAPTEC,3,0-1-2,mud 
 ADAPTED,3,0-1-0,mud 
 ADAPTER,3,0-1-0,mud 
 ADAPTERS,3,0-1-0,mud 
 ADAPTING,3,0-1-0,mud 
 ADAPTIVE,3,0-1-0,mud 
 ADAPTOR,3,0-1-0,mud 
 ADAPTORS,3,0-1-0,mud 
 ADAPTS,2,0-1,mud 
 ADAR,2,0-1,mud 
 ADARAND,3,1-0-2,mud 
 ADAS,2,1-0,mud 
 ADAY,2,0-1,mud 
 ADAZA,3,0-1-0,mud 
 ADCOCK,2,0-1,mud 
 ADCOX,2,0-1,mud 
 ADD,1,1,mud 
 ADDAIR,2,0-1,mud 
 ADDAMS,2,1-0,mud 
 ADDED,2,1-0,mud 
 ADDENDUM,3,0-1-0,mud 
 ADDENDUMS,3,0-1-0,mud 
 ADDEO,3,1-0-0,mud 
 ADDER,2,1-0,mud 
 ADDERLEY,3,0-1-0,mud 
 ADDICKS,2,1-0,mud 
 ADDICT,2,0-1,mud 
 ADDICTED,3,0-1-0,mud 
 ADDICTING,3,0-1-0,mud 
 ADDICTION,3,0-1-0,mud 
 ADDICTIONS,3,0-1-0,mud 
 ADDICTIVE,3,0-1-0,mud 
 ADDICTS,2,0-1,mud 
 ADDIDAS,3,0-1-0,mud 
 ADDIDASES,4,0-1-0-0,mud 
 ADDIE,2,1-0,mud 
 ADDING,2,1-0,mud 
 ADDINGTON,3,1-0-0,mud 
 ADDIS,2,1-0,mud 
 ADDISON,3,1-0-0,mud 
 ADDITION,3,0-1-0,mud 
 ADDITIONAL,4,0-1-0-0,mud 
 ADDITIONALLY,5,0-1-0-2-0,mud 
 ADDITIONS,3,0-1-0,mud 
 ADDITIVE,3,1-0-0,mud 
 ADDITIVES,3,1-0-0,mud 
 ADDLE,2,1-0,mud 
 ADDLED,2,1-0,mud 
 ADDLEMAN,3,1-0-0,mud 
 ADDRESS,2,1-2,mud 
 ADDRESSABLE,4,0-1-0-0,mud 
 ADDRESSED,2,0-1,mud 
 ADDRESSEE,3,2-0-1,mud 
 ADDRESSES,3,1-1-0,mud 
 ADDRESSING,3,0-1-0,mud 
 ADDS,1,1,mud 
 ADDUCI,3,0-1-0,mud 
 ADDUCT,2,1-0,mud 
 ADDWEST,2,2-1,mud 
 ADDY,2,1-0,mud 
 ADDYSTON,3,1-0-0,mud 
 ADE,1,1,mud 
 ADEE,2,0-1,mud 
 ADEL,2,0-1,mud 
 ADELA,3,0-1-0,mud 
 ADELAAR,3,1-0-2,mud 
 ADELAIDE,3,1-0-2,mud 
 ADELANTO,4,0-0-1-0,mud 
 ADELBERT,3,0-1-0,mud 
 ADELE,2,0-1,mud 
 ADELINE,3,1-0-2,mud 
 ADELIZZI,4,2-0-1-0,mud 
 ADELL,2,0-1,mud 
 ADELLE,2,0-1,mud 
 ADELMAN,3,1-0-0,mud 
 ADELMANN,3,1-0-0,mud 
 ADELPHA,3,0-1-0,mud 
 ADELPHI,3,0-1-0,mud 
 ADELPHIA,4,0-1-0-0,mud 
 ADELSBERGER,4,1-0-0-0,mud 
 ADELSON,3,1-0-0,mud 
 ADELSTEIN,3,1-0-0,mud 
 ADEN,2,1-0,mud 
 ADENA,3,1-0-0,mud 
 ADENAUER,3,1-0-2,mud 
 ADENINE,3,1-0-2,mud 
 ADENOID,3,1-0-2,mud 
 ADENOIDS,3,1-0-2,mud 
 ADENOSCAN,4,0-1-0-2,mud 
 ADENOSINE,4,0-1-0-2,mud 
 ADENOVIRUS,5,0-1-0-2-0,mud 
 ADEPT,2,0-1,mud 
 ADEQUACY,4,1-0-0-0,mud 
 ADEQUATE,3,1-0-0,mud 
 ADEQUATELY,4,1-0-0-0,mud 
 ADER,2,1-0,mud 
 ADERHOLD,3,1-0-0,mud 
 ADERHOLT,3,1-0-0,mud 
 ADERMAN,3,1-0-0,mud 
 ADES,1,1,mud 
 ADEY,2,1-0,mud 
 ADGER,2,1-0,mud 
 ADHAM,2,1-0,mud 
 ADHD,4,2-2-2-1,mud 
 ADHERE,2,0-1,mud 
 ADHERED,2,0-1,mud 
 ADHERENCE,3,0-1-0,mud 
 ADHERENT,3,0-1-0,mud 
 ADHERENTS,3,0-1-0,mud 
 ADHERES,2,0-1,mud 
 ADHERING,3,0-1-0,mud 
 ADHESION,3,0-1-0,mud 
 ADHESIVE,3,0-1-0,mud 
 ADHESIVES,3,0-1-0,mud 
 ADIA,3,1-0-0,mud 
 ADID,2,0-1,mud 
 ADIDAS,3,0-1-0,mud 
 ADIEU,2,0-1,mud 
 ADIN,2,0-1,mud 
 ADINA,3,0-1-0,mud 
 ADINE,3,0-1-0,mud 
 ADINOLFI,4,0-0-1-0,mud 
 ADIOS,3,2-0-1,mud 
 ADIPOSE,3,1-0-2,mud 
 ADIRONDACK,4,2-0-1-0,mud 
 ADISQ,2,0-1,mud 
 ADJACENT,3,0-1-0,mud 
 ADJANI,3,0-1-0,mud 
 ADJECTIVE,3,1-0-0,mud 
 ADJECTIVES,3,1-0-0,mud 
 ADJOIN,2,0-1,mud 
 ADJOINING,3,0-1-0,mud 
 ADJOINS,2,0-1,mud 
 ADJOURN,2,0-1,mud 
 ADJOURNED,2,0-1,mud 
 ADJOURNING,3,0-1-0,mud 
 ADJOURNMENT,3,0-1-0,mud 
 ADJOURNS,2,0-1,mud 
 ADJUDGE,2,0-1,mud 
 ADJUDGED,2,0-1,mud 
 ADJUDICATE,4,0-1-0-2,mud 
 ADJUDICATED,5,0-1-0-2-0,mud 
 ADJUDICATING,5,0-1-0-2-0,mud 
 ADJUDICATION,5,0-2-0-1-0,mud 
 ADJUNCT,2,1-2,mud 
 ADJUNCTS,2,1-2,mud 
 ADJUST,2,0-1,mud 
 ADJUSTABLE,4,0-1-0-0,mud 
 ADJUSTABLES,4,0-1-0-0,mud 
 ADJUSTED,3,0-1-0,mud 
 ADJUSTER,3,0-1-0,mud 
 ADJUSTERS,3,0-1-0,mud 
 ADJUSTING,3,0-1-0,mud 
 ADJUSTMENT,3,0-1-0,mud 
 ADJUSTMENTS,3,0-1-0,mud 
 ADJUSTS,2,0-1,mud 
 ADJUTANT,3,1-0-0,mud 
 ADKINS,2,1-0,mud 
 ADKINSON,3,1-0-0,mud 
 ADKISON,3,1-0-0,mud 
 ADKISSON,3,1-0-0,mud 
 ADLAI,3,0-1-0,mud 
 ADLER,2,1-0,mud 
 ADLERS,2,1-0,mud 
 ADLEY,2,1-0,mud 
 ADLON,2,1-0,mud 
 ADLONG,2,1-0,mud 
 ADMAN,2,1-0,mud 
 ADMEN,2,1-0,mud 
 ADMIN,2,1-0,mud 
 ADMINISTER,4,0-1-0-0,mud 
 ADMINISTERED,4,0-1-0-0,mud 
 ADMINISTERING,5,0-1-0-2-0,mud 
 ADMINISTERS,4,0-1-0-0,mud 
 ADMINISTRATE,4,0-1-0-2,mud 
 ADMINISTRATING,5,0-1-0-2-0,mud 
 ADMINISTRATION,5,0-2-0-1-0,mud 
 ADMINISTRATIONS,5,0-2-0-1-0,mud 
 ADMINISTRATIVE,5,0-1-0-2-0,mud 
 ADMINISTRATIVELY,6,0-2-0-1-0-0,mud 
 ADMINISTRATOR,5,0-1-0-2-0,mud 
 ADMINISTRATORS,5,0-1-0-2-0,mud 
 ADMINS,2,1-0,mud 
 ADMIRA,3,0-1-0,mud 
 ADMIRABLE,4,1-0-0-0,mud 
 ADMIRABLY,4,1-0-0-0,mud 
 ADMIRAL,3,1-0-0,mud 
 ADMIRALS,3,1-0-0,mud 
 ADMIRALTY,4,1-0-0-0,mud 
 ADMIRATION,4,2-0-1-0,mud 
 ADMIRATIONS,4,2-0-1-0,mud 
 ADMIRE,2,0-1,mud 
 ADMIRED,3,0-1-0,mud 
 ADMIRER,3,0-1-0,mud 
 ADMIRERS,3,0-1-0,mud 
 ADMIRES,2,0-1,mud 
 ADMIRING,3,0-1-0,mud 
 ADMIRINGLY,4,0-1-0-0,mud 
 ADMISSIBILITY,6,0-2-0-1-0-0,mud 
 ADMISSIBLE,4,0-1-0-0,mud 
 ADMISSION,3,0-1-0,mud 
 ADMISSIONS,3,0-1-0,mud 
 ADMIT,2,0-1,mud 
 ADMITS,2,0-1,mud 
 ADMITTANCE,3,0-1-0,mud 
 ADMITTED,3,0-1-0,mud 
 ADMITTEDLY,4,0-1-0-0,mud 
 ADMITTING,3,0-1-0,mud 
 ADMONISH,3,0-1-0,mud 
 ADMONISHED,3,0-1-0,mud 
 ADMONISHES,4,0-1-0-0,mud 
 ADMONISHING,4,0-1-0-0,mud 
 ADMONISHMENT,4,0-1-0-0,mud 
 ADMONITION,4,2-0-1-0,mud 
 ADMONITIONS,4,2-0-1-0,mud 
 ADMONITORY,5,2-1-0-2-0,mud 
 ADNAN,2,1-0,mud 
 ADNEY,2,1-0,mud 
 ADO,2,0-1,mud 
 ADOBE,3,0-1-0,mud 
 ADOLESCENCE,4,2-0-1-0,mud 
 ADOLESCENT,4,2-0-1-0,mud 
 ADOLESCENTS,4,2-0-1-0,mud 
 ADOLF,2,1-0,mud 
 ADOLFO,3,0-1-2,mud 
 ADOLPH,2,1-0,mud 
 ADOLPHA,3,0-1-0,mud 
 ADOLPHSON,3,1-0-0,mud 
 ADOLPHUS,3,0-1-0,mud 
 ADON,2,0-1,mud 
 ADONIA,4,0-1-0-0,mud 
 ADONIS,3,0-1-0,mud 
 ADOPT,2,0-1,mud 
 ADOPTABLE,4,0-1-0-0,mud 
 ADOPTED,3,0-1-0,mud 
 ADOPTEE,3,0-1-1,mud 
 ADOPTEES,3,0-1-1,mud 
 ADOPTER,3,0-1-0,mud 
 ADOPTERS,3,0-1-0,mud 
 ADOPTING,3,0-1-0,mud 
 ADOPTION,3,0-1-0,mud 
 ADOPTIONS,3,0-1-0,mud 
 ADOPTIVE,3,0-1-0,mud 
 ADOPTS,2,0-1,mud 
 ADOR,2,0-1,mud 
 ADORA,3,0-1-0,mud 
 ADORABELLE,4,1-0-0-0,mud 
 ADORABLE,4,0-1-0-0,mud 
 ADORATION,4,2-0-1-0,mud 
 ADORE,2,0-1,mud 
 ADORED,2,0-1,mud 
 ADOREE,3,0-0-1,mud 
 ADOREES,3,0-0-1,mud 
 ADORES,2,0-1,mud 
 ADORING,3,0-1-0,mud 
 ADORN,2,0-1,mud 
 ADORNA,3,0-1-0,mud 
 ADORNED,2,0-1,mud 
 ADORNING,3,0-1-0,mud 
 ADORNMENT,3,0-1-0,mud 
 ADORNO,3,0-1-0,mud 
 ADORNS,2,0-1,mud 
 ADRA,2,1-0,mud 
 ADRAGNA,3,0-1-0,mud 
 ADRDA,3,1-0-0,mud 
 ADREA,3,1-0-0,mud 
 ADRENAL,3,0-1-0,mud 
 ADRENALIN,4,0-1-0-0,mud 
 ADRENALINE,4,0-1-0-0,mud 
 ADRENERGIC,4,0-0-1-0,mud 
 ADRIA,3,1-0-0,mud 
 ADRIAN,3,1-0-0,mud 
 ADRIANA,4,2-0-1-0,mud 
 ADRIANCE,3,0-1-0,mud 
 ADRIANO,4,0-0-1-0,mud 
 ADRIATIC,4,2-0-1-0,mud 
 ADRIEL,2,0-1,mud 
 ADRIENNE,3,0-0-1,mud 
 ADRIFT,2,0-1,mud 
 ADROIT,2,0-1,mud 
 ADROITLY,3,0-1-0,mud 
 ADS,1,1,mud 
 ADSIT,2,1-0,mud 
 ADSL,4,2-2-2-1,mud 
 ADSORPTION,3,0-1-0,mud 
 ADSS,1,1,mud 
 ADSTAR,2,1-0,mud 
 ADSTEAM,2,1-0,mud 
 ADTEC,2,1-2,mud 
 ADULATE,3,1-0-2,mud 
 ADULATION,4,2-0-1-0,mud 
 ADULIADAE,5,0-2-0-1-0,mud 
 ADULT,2,0-1,mud 
 ADULTERATE,4,0-1-0-2,mud 
 ADULTERATED,5,0-1-0-2-0,mud 
 ADULTERATES,4,0-1-0-2,mud 
 ADULTERATION,5,0-2-0-1-0,mud 
 ADULTERER,4,0-1-0-0,mud 
 ADULTERERS,4,0-1-0-0,mud 
 ADULTEROUS,4,0-1-0-0,mud 
 ADULTERY,4,0-1-0-0,mud 
 ADULTHOOD,3,0-1-2,mud 
 ADULTS,2,0-1,mud 
 ADUSDUR,3,1-0-0,mud 
 ADVACARE,3,1-0-2,mud 
 ADVALUE,3,1-0-2,mud 
 ADVANCE,2,0-1,mud 
 ADVANCED,2,0-1,mud 
 ADVANCEMENT,3,0-1-0,mud 
 ADVANCEMENTS,3,0-1-0,mud 
 ADVANCER,3,0-1-0,mud 
 ADVANCERS,3,0-1-0,mud 
 ADVANCES,3,0-1-0,mud 
 ADVANCING,3,0-1-0,mud 
 ADVANI,3,0-1-0,mud 
 ADVANTA,3,0-1-0,mud 
 ADVANTAGE,3,0-1-0,mud 
 ADVANTAGED,3,0-1-0,mud 
 ADVANTAGEOUS,4,2-0-1-0,mud 
 ADVANTAGES,4,0-1-0-0,mud 
 ADVANTEST,3,0-1-0,mud 
 ADVECTION,3,0-1-0,mud 
 ADVENT,2,1-2,mud 
 ADVENTIST,3,1-2-0,mud 
 ADVENTISTS,3,1-2-0,mud 
 ADVENTURE,3,0-1-0,mud 
 ADVENTURER,4,0-1-0-0,mud 
 ADVENTURERS,4,0-1-0-0,mud 
 ADVENTURES,3,0-1-0,mud 
 ADVENTURESOME,4,0-1-0-0,mud 
 ADVENTURISM,5,0-1-0-2-0,mud 
 ADVENTUROUS,4,0-1-0-0,mud 
 ADVERB,2,1-0,mud 
 ADVERBIAL,4,0-1-0-0,mud 
 ADVERBS,2,1-0,mud 
 ADVERSARIAL,5,2-0-1-0-0,mud 
 ADVERSARIES,4,1-0-2-0,mud 
 ADVERSARY,4,1-0-2-0,mud 
 ADVERSE,2,0-1,mud 
 ADVERSELY,3,0-1-0,mud 
 ADVERSITY,4,0-1-0-2,mud 
 ADVERT,2,1-0,mud 
 ADVERTISE,3,1-0-2,mud 
 ADVERTISED,3,1-0-2,mud 
 ADVERTISEMENT,4,0-1-0-0,mud 
 ADVERTISEMENTS,4,1-0-2-0,mud 
 ADVERTISER,4,1-0-2-0,mud 
 ADVERTISERS,4,1-0-2-0,mud 
 ADVERTISES,4,1-0-2-0,mud 
 ADVERTISING,4,1-0-2-0,mud 
 ADVERTORIAL,5,2-0-1-0-0,mud 
 ADVERTORIALS,5,2-0-1-0-0,mud 
 ADVEST,2,1-0,mud 
 ADVICE,2,0-1,mud 
 ADVIL,2,1-2,mud 
 ADVISABILITY,6,2-2-0-1-0-0,mud 
 ADVISABLE,4,0-1-0-0,mud 
